"DOY","Ta","Tw","SoilMoistureContent","Precipitation","deltaD","Taweek","Twweek","Dweek"
1,5.56099853515627,3.82088785393664,95.0475767360961,0.120755612442736,0.0109382349999994,10.864892578125,10.308393684929,9.78772586761905
2,8.03939208984377,8.26145196453534,94.6718728570315,0.453444181403029,0.0097158050000008,10.4618512834822,9.90992614084502,9.79493857309524
3,12.1473022460938,11.6357943206972,94.8579475851597,1.20011209219228,0.010577249999999,10.5064505440848,9.87757008925613,9.80306666142857
4,16.2385498046875,15.6782603891816,95.9921002732749,2.14822903217282,0.0114291233333308,10.9523908342634,10.0947778368351,9.81210272333333
5,15.4482666015625,15.9311678736934,96.1112180381179,1.06867664726451,0.0122707283333394,11.5270455496652,10.7603019003234,9.82203854119048
6,8.96358642578127,8.34400842794095,97.5027790612266,3.07734153466299,0.0131014050000005,10.8537405831473,10.0296210965388,9.83286511595238
7,6.58059082031252,5.51014665655809,98.3190479390414,2.00840331672225,0.0139205216666607,10.4255266462054,9.8831024980776,9.84457269714286
8,8.39119873046877,7.62464097723939,98.0497940486896,0.370119164472271,0.0147274833333402,10.8298409598214,10.4264958014066,9.85682159952381
9,10.4173217773438,10.8325658350511,98.4044912773342,1.711045842967,0.0155217383333284,11.1695452008929,10.7937977829088,9.86989992095238
10,10.9876342773438,11.3710588317439,97.9748009557059,0.10646451755747,0.0163027650000007,11.0038783482143,10.7559784273441,9.88379617309524
11,9.22872314453127,8.18350738487619,98.1365762866297,1.08666299638571,0.0170700866666706,10.0024745396206,9.685299426729,9.89849827714286
12,11.6894775390625,12.7344836079212,97.3064449771095,0.140803035719728,0.0178232600000001,9.46550467354913,9.2286302459044,9.9139936
13,9.46114501953127,10.4377597053991,97.8603220587347,2.34981562243775,0.0185618833333301,9.53658447265627,9.52773757125557,9.93026899119048
14,8.92043457031252,9.30641966318843,97.5840055969381,0.724525307305157,0.0192855983332993,9.87084786551342,10.0700622864885,9.94731082190476
15,11.4956909179688,10.9844232620874,97.0276690269777,0.135495145059394,0.01999408,10.314346749442,10.5500311843239,9.96510502357142
16,13.2480102539063,13.4857935374441,96.39333832281,0.0415039437484666,0.0206870466666995,10.7187308175224,10.9290637132372,9.98363712642856
17,11.5364624023438,11.2356959551164,97.554351077083,2.46951913140947,0.0213642533332994,10.7971348353795,10.9097261594333,10.0028922990476
18,11.5246826171875,12.2863960537819,96.6693502727049,0.00349879343275461,0.0220254916667013,11.125129045759,11.4958531121341,10.0228553866667
19,15.2033325195313,15.1027429799836,98.5749441673914,3.60939084202982,0.0226705949999992,11.6271083286831,11.8341758795716,10.0435109507143
20,9.14699707031252,8.561959875533,100,4.70176237286068,0.0232994266666999,11.5822300502232,11.566204475305,10.0648433066667
21,6.56252441406252,6.97209964735608,99.7275280541053,0.89929208115791,0.0239118916666001,11.2453857421875,11.2327301873289,10.0868365616667
22,11.2212158203125,11.48856118868,99.8443217145324,1.2431904906407,0.0245079266667005,11.2061750139509,11.3047498911279,10.1094746519048
23,10.942529296875,10.920549075905,100,2.5163068130496,0.0250874966666998,10.8768205915179,10.9382863966223,10.1327413778571
24,7.41384277343752,6.90304698343691,100,2.14334831980523,0.0256506049999992,10.2878749302456,10.3193365435252,10.1566204397619
