"DOY","Ta","Tw","Smoi","Prec","Dch","Taweek","Twweek","Dwk"
1,2.00030454993902,3.19329342456709,100,1.59926770396205,0.0109382349999994,5.7083362434023,6.38423377615551,9.78772586761905
2,1.08984916750904,2.53005849236369,100,1.9598192882832,0.0097158050000008,5.55590753692459,6.2317588053583,9.79493857309524
3,1.35343359002803,3.18020894180033,100,2.71570579742064,0.010577249999999,5.67315945390445,6.63832781863517,9.80306666142857
4,1.539949977964,4.10680403189622,100,2.31613791150663,0.0114291233333308,4.51771199131287,5.91163575269119,9.81210272333333
5,3.768994356272,6.37940332893577,100,1.25647950259983,0.0122707283333394,3.23152932573302,4.9617071321955,9.82203854119048
6,7.08787607048401,7.45745291467485,100,7.95815148399834,0.0131014050000005,2.93154607302244,4.61117815367816,9.83286511595238
7,8.12569659562001,6.12934441383728,100,10.0941643914751,0.0139205216666607,3.56658632968802,4.71093793543932,9.84457269714286
8,2.77705371966101,3.14337972910438,100,2.87787350463955,0.0147274833333402,3.67755049679116,4.70380740751607,9.85682159952381
9,3.36647836385305,5.21787872154691,100,1.30285300103136,0.0155217383333284,4.00278323912602,5.08778172597082,9.86989992095238
10,4.885669687404,5.10203073487433,100,17.7256365548625,0.0163027650000007,4.50738839589401,5.36232769640996,9.88379617309524
11,7.87565383794504,6.89051536904068,100,8.50296873800711,0.0170700866666706,5.41248894731987,5.76000074457346,9.89849827714286
12,7.779769339967,9.61532822758056,100,1.86718919581901,0.0178232600000001,5.98545680213345,6.22227573009414,9.9139936
13,7.98025355820704,8.78926288536281,99.3331466864426,0.214720029663895,0.0185618833333301,6.11293930037959,6.41253429733528,9.93026899119048
14,9.52122652386203,10.7652388279293,98.4756053878859,0.0446880521649708,0.0192855983332993,6.31230071869988,7.07480492791985,9.94731082190476
15,13.479119699557,13.7095716937858,100,30.9407606511202,0.01999408,7.84116728725645,8.58426092287434,9.96510502357142
16,2.33238598009905,2.70739767349366,99.9905559390174,0.664833908526115,0.0206870466666995,7.69343980386302,8.22562077315245,9.98363712642856
17,4.70839660596801,5.44030466245497,99.6180037211847,0.334171673250952,0.0213642533332994,7.66811507794359,8.27394561994968,10.0028922990476
18,9.96279156092299,10.5515080347068,100,18.0527643482998,0.0220254916667013,7.96627760979759,8.7969445721877,10.0228553866667
19,5.002970409748,7.17011325240046,99.6219125227136,0.510868784070435,0.0226705949999992,7.56959204833773,8.44762814716197,10.0435109507143
20,8.90697189759601,10.8474212122812,100,4.37801487480831,0.0232994266666999,7.70198038253616,8.74165076529317,10.0648433066667
21,7.76190848816304,6.73718672907842,100,15.8937891590407,0.0239118916666001,7.45064923457916,8.16621475117162,10.0868365616667
22,2.14461169248801,4.1527026823222,100,3.5569133070312,0.0245079266667005,5.83143380499787,6.80094774953396,10.1094746519048
23,4.232432512255,6.67930598654847,100,4.99937006290873,0.0250874966666998,6.10286902387729,7.3683632228275,10.1327413778571
24,3.90404240584303,6.7608624415238,100,1.89121383140977,0.0256506049999992,5.9879612810023,7.55701433412305,10.1566204397619
25,6.893995118394,9.03052370045036,100,1.7558896992025,0.026197281666601,5.54956178921244,7.3397308578007,10.1810954716667
26,7.90843652018901,9.08526890823437,100,1.18434611410953,0.0267275849999997,5.9646283764183,7.61332452291983,10.2061500735714
27,9.88505598602404,11.0979825397466,100,2.79864556540191,0.0272416016667005,6.10435467476516,7.64911899827203,10.2317678433333
28,7.58627281778001,9.80609087410263,99.441039857182,0.598559785772946,0.0277394399999995,6.07926386471044,8.08753387613263,10.2579324057143
29,8.764749920052,10.1800907320094,100,9.7435276516629,0.0282212383333,7.02499789721959,8.94858931180223,10.2846274411905
30,4.01522101214204,3.35157203887773,100,14.4275434860148,0.0286871499999997,6.99396768291773,8.47319874784927,10.3118367128571
31,-1.38420030282799,-1.79136505618795,99.678,4.47522564768695,0.0291373566667001,6.23850443882187,7.25145196246188,10.3395440919047
32,-0.979015264238967,-1.26926840566308,100,5.66518118290309,0.0295720533333004,5.11378866987431,5.78005309015996,10.3677335811905
33,-0.907820314134995,-1.71539884791282,100,4.52878433779371,0.0299914499999989,3.85432340782802,4.2371005535675,10.3963893369047
34,3.24389475090703,7.23955446833873,100,4.03353176630125,0.0303957816667015,2.90558608852559,3.68589654336638,10.4254956897619
35,7.36849352215103,10.332467782634,100,5.39943788221359,0.0307852883333002,2.87447476057859,3.76109324458514,10.4550371638095
36,3.21327637516004,5.81153730571439,100,3.62006763302994,0.0311602266666995,2.08140711130831,3.13701418368586,10.4849984933333
37,4.185620969512,5.91683072717054,100,5.55725983352397,0.0315208649999992,2.10574996236116,3.50347971058483,10.5153646392857
38,6.30592674916005,10.5019269761464,100,3.381692895732,0.0318674783333002,3.2043395412166,5.25966428663259,10.546120802619
39,7.21475922540901,6.76788737624963,100,3.9478860181888,0.0322003533333994,4.37487875402345,6.40782939833441,10.5772524373809
40,2.92524650641604,5.8342222922066,99.479356370325,0.550034555487529,0.0325197816666005,4.92245972838789,7.48634670406576,10.6087452623809
41,5.28851857417101,6.50588787035773,100,3.06629413107727,0.0328260583334004,5.21454884599703,7.38153719006847,10.6405852697619
42,7.71935020840903,9.03186485299,99.4863011012516,0.350451651877452,0.0331194883333001,5.26467122974817,7.1957367715479,10.6727587342857
43,12.424423869766,14.6647975349815,100,22.32185378243,0.0334003749999994,6.58054944326331,8.46048823287177,10.70525222
44,5.65768905695904,6.43312982109181,100,1.43205886127034,0.033669025,6.79084488432717,8.5342452462891,10.7380525857143
45,1.19624963436701,3.54176845417484,100,1.17966641025813,0.0339257499999999,6.06089101078531,7.53993688600744,10.7711469902381
46,4.68821933629602,7.78483602508461,100,22.056117719661,0.0341708516667012,5.69995674091202,7.68521526441244,10.8045228945238
47,8.43361411615803,8.07881579058513,100,18.3078028547361,0.03440464,6.48686639944659,8.00587147846652,10.8381680642857
48,3.25395609959804,7.72153887704088,100,4.62763188832213,0.0346274233332995,6.19621461736474,8.17953590799268,10.8720705719048
49,3.40598089162904,8.47554565284988,99.4648974995204,1.05734624928068,0.0348394983332998,5.58001900068188,8.10006173654409,10.9062187952381
50,7.81326187371604,8.34172396569501,100,20.229703093912,0.0350411683334002,4.92128157267475,7.19676551236031,10.9406014176191
51,-0.00620070548200147,-0.461900945608975,100,2.30180362874284,0.0352327250000002,4.1121544637546,6.21176111711734,10.9752074257143
52,0.227548136322014,3.72981443177848,100,3.3924513671916,0.0354144616665995,3.97376853546245,6.23862482820357,11.0100261069048
53,2.18203433469802,8.00183781459866,100,3.27542089406799,0.0355866583334006,3.61574210666274,6.26962508384844,11.0450470461905
54,5.98066144259803,8.67637082362848,100,3.31241003876141,0.0357495950000004,3.26532029615417,6.35499008856892,11.0802601219048
55,7.08929896757803,8.80668583336649,100,4.65177598425851,0.035903545,3.81322642015131,6.51001108232972,11.1156555007143
56,-0.71877976308599,-1.47409670687806,100,1.8900018428578,0.0360487733332988,3.22397489804916,5.08863360236858,11.1512236330953
57,-1.53758385588196,-2.00349442090665,99.662,1.5845479724719,0.0361855349999995,1.88813979382088,3.61074526142549,11.1869552464286
58,-0.638548774569983,-1.34310621482661,100,6.03131719472552,0.0363140800000004,1.79780435537974,3.4848587943944,11.2228413390476
59,-1.13004190107398,-1.55243562405822,99.6313333333333,3.49527612485762,0.0364346483332998,1.60386292146602,2.73025164356058,11.2588731726191
60,0.540033903187009,5.61970742530653,100,0.492005991900725,0.0365474783334001,1.36929143125016,2.38994730223314,11.2950422661905
61,6.59671083225902,9.49693926444203,100,11.7940451126672,0.0366527866666004,1.45729848691602,2.5071713652065,11.3313403871429
62,1.82581197322401,4.58618311589147,100,2.80811991739237,0.0367507933334004,0.705371773436875,1.90424240556721,11.3677595435714
63,2.76665768858101,5.46428500237155,99.7101177713564,0.843176657034603,0.0368417016665994,1.2032914093893,2.89543979260287,11.4042919754762
64,9.43098920052802,11.1706879565756,100,21.2085716835746,0.0369257083334009,2.77023041744787,4.77746584652891,11.4409301464286
65,4.026480820161,8.61316747567092,99.8048978471708,1.55934677075615,0.0370029983332998,3.43666321669516,6.19979065945713,11.4776667342857
66,7.879921353783,13.8073819314568,99.5753372008457,2.20665903051235,0.0370737533332992,4.72380082453187,8.39405031024499,11.5144946228571
67,9.80171284742102,14.1406482686989,99.6448017015436,2.69519675104694,0.0371381350000011,6.0468978165653,9.61132757358675,11.5514068909524
68,9.11848160221905,13.3661363431231,98.3657377373153,0.727404053657477,0.0371963016666985,6.40715078370245,10.1640700133983,11.5883968040476
69,13.627182161606,16.4015393968413,100,20.3659038575384,0.0372484016667016,8.09306081061416,11.851978053534,11.6254578040476
70,14.794258900974,15.1767726158203,100,9.10403940399214,0.0372945699999985,9.81128955524173,13.2394762840267,11.6625834995238
71,10.914878612343,15.9220105472447,100,3.68950646770068,0.0373349350000005,10.0232737569296,13.9182366541223,11.6997676559524
72,2.45013019238502,8.15533628675464,98.9789504958158,0.406425743723615,0.0373696133333006,9.79808081010444,13.8528321985628,11.7370041859524
73,7.89135216157501,12.6770185053812,99.2355031006364,2.65582890723101,0.0373987099999997,9.79971378264616,13.6913517091234,11.7742871383333
74,9.85488320470301,13.6565303546667,98.2523749195824,0.736307728418928,0.0374223199999992,9.80730954797215,13.6221920071188,11.8116106885714
75,10.602681553458,14.4658250226546,100,7.78719585783968,0.0374405283333008,10.0193381124349,13.7792903899091,11.8489691283333
76,13.801635186222,13.3712551442542,100,13.0077627245155,0.0374534166667004,10.0442599730943,13.3463926395395,11.8863568559524
77,12.160668607925,16.7550561546035,99.7195819096613,2.52937286449188,0.0374610416666989,9.66803278837301,13.5718617165085,11.9237683652381
78,13.922920203772,16.1439770296761,100,8.35595631606836,0.0374634666666012,10.09775301572,13.6035712139987,11.9611982361905
79,13.977218507981,18.4741137277631,98.6054591727977,1.04718875919661,0.0374607283334001,11.744479917948,15.0776822769999,11.9986411235714
80,13.57751181533,18.7796125162122,100,8.54290195267472,0.0374528683332986,12.556788439913,15.9494814214043,12.0360917478571
81,4.67436044365104,10.7882894490272,100,3.46889200373311,0.037439908333301,11.8167137597627,15.5397327205987,12.0735448847619
82,3.58648871712904,10.348839542609,100,3.0629353186722,0.0374218633333996,10.81440049743,14.951591937735,12.1109953552381
83,6.083196084409,12.9543846346814,100,2.70481687359607,0.0373987366665993,9.71176634002815,14.8920390077961,12.1484380142857
