"DOY","Ta","Tw","SoilMoistureContent","Precipitation","RunOff","deltaD","Taweek","Twweek","Dweek"
1,7.29349523245503,8.24843243479427,98.2586841944505,0.00467597933330496,0,0.0109382349999994,6.75589294153944,7.53825246920845,9.78772586761905
2,8.08504605360605,9.64811023426541,98.3995287999845,1.27026690830095,0,0.0097158050000008,7.16557404028288,8.05285807311327,9.79493857309524
3,9.17826970909005,8.50757920973692,100,11.3066690623859,8.86096226236268,0.010577249999999,7.70762583281717,8.31333299698451,9.80306666142857
4,10.507781441842,9.72516259019252,100,20.720021336078,20.720021336078,0.0114291233333308,8.30380395924517,8.72289006160468,9.81210272333333
5,11.774714718958,11.442787117453,100,5.54884689701257,5.38284689701257,0.0122707283333394,8.52760780662888,8.73530150802645,9.82203854119048
6,9.401119375333,9.16764009381157,100,1.28527527449588,0.632275274495896,0.0131014050000005,9.00067300347117,9.17566843481453,9.83286511595238
7,6.56371193241205,6.52362797643948,99.7461593233062,0.231238984959257,0,0.0139205216666607,8.97201978052803,9.03761995095617,9.84457269714286
8,7.42119514923002,9.22699276778786,99.1598106614079,0.324477007152598,0,0.0147274833333402,8.99026262578159,9.17741428424097,9.85682159952381
9,6.36285065822301,6.96580716478477,99.1803622611022,0.688827399541413,0,0.0155217383333284,8.74423471215545,8.79422813145802,9.86989992095238
10,4.554134608391,5.02352400193346,98.9291682149822,0.224208930820052,0,0.0163027650000007,8.08364398348415,8.29650595891467,9.88379617309524
11,6.59105357184302,8.42992622059013,98.3606887517194,0.30728080510567,0,0.0170700866666706,7.52411143062716,8.11147219182861,9.89849827714286
12,6.860455112583,7.93374504746377,98.323327182838,0.868957646678038,0,0.0178232600000001,6.82207434400216,7.61018046754443,9.9139936
13,6.779496205827,7.64600445801831,100,3.44107544086904,0.0790662151260904,0.0185618833333301,6.44755674835844,7.3928039481454,9.93026899119048
14,7.20692324371004,6.25182582822254,100,6.18698466540688,5.89298466540686,0.0192855983332993,6.53944407854387,7.35397506982869,9.94731082190476
15,3.82136076867704,4.94603480018211,100,1.04473924512277,0.28673924512276,0.01999408,6.02518202417916,6.74240964588501,9.96510502357142
16,4.14348755374704,4.52752773006384,99.8395626448927,0.325343967339095,0,0.0206870466666995,5.70813015211116,6.39408401235345,9.98363712642856
17,7.11739596242802,8.21344953489911,99.6049021231734,0.525009217421039,0,0.0213642533332994,6.07431034554502,6.84978765991997,10.0028922990476
18,6.60286017031501,7.19780277511577,99.5171474299154,0.635367960112975,0,0.0220254916667013,6.07599700246959,6.67377002485221,10.0228553866667
19,6.280776875002,6.43591974925498,99.3462488026431,0.334652059091615,0,0.0226705949999992,5.99318582567231,6.45979498225095,10.0435109507143
20,6.45710136585302,7.29931688270768,98.9434847344409,0.127853897696595,0,0.0232994266666999,5.94712941996174,6.410268185778,10.0648433066667
21,9.97515237818402,12.0876439379096,100,7.2503639240211,4.17859102568238,0.0239118916666001,6.34259072488659,7.24395648716187,10.0868365616667
