"DOY","Ta","Tw","Smoi","Prec","Dch","Taweek","Twweek","Dwk"
1,0.252984619140648,1.39581259475885,100,1.07320302049629,0.0109382349999994,0.719929722377254,1.56921228747736,9.78772586761905
2,3.18853149414065,5.87793578906436,100,5.67460119782481,0.0097158050000008,1.43004324776788,2.7675438888242,9.79493857309524
3,0.667504882812523,4.12942868254272,100,3.32998024532571,0.010577249999999,1.20229928152904,2.69699799603935,9.80306666142857
4,-1.49808349609373,-2.85064727107674,100,4.18115778302308,0.0114291233333308,0.488362339564755,1.67950030009273,9.81210272333333
5,-1.69980468749998,-2.67505565026941,99.956,4.84968841192313,0.0122707283333394,0.0480111258370759,0.732126489419777,9.82203854119048
6,-0.295477294921852,-0.970789848677026,100,6.48857967462391,0.0131014050000005,0.0960632324218973,0.926054732979776,9.83286511595238
7,0.811578369140648,4.71887603842428,100,7.1111717261374,0.0139205216666607,0.203890555245558,1.37508004782386,9.84457269714286
8,0.204492187500023,1.73216229413023,100,4.92216677230317,0.0147274833333402,0.196963065011183,1.42313000487692,9.85682159952381
9,-0.627447509765602,-2.83268191498753,100,2.03870149562135,0.0155217383333284,-0.34817679268971,0.178756047155218,9.86989992095238
10,0.578057861328148,4.05887769161506,100,1.15478105726652,0.0163027650000007,-0.360954938616049,0.168677334165552,9.88379617309524
11,3.38155517578127,5.32218253221724,100,4.4535056076711,0.0170700866666706,0.336136300223236,1.33622444892183,9.89849827714286
12,1.91115722656252,5.9998057503796,100,17.8002417669632,0.0178232600000001,0.851988002232165,2.57549036330026,9.9139936
13,4.54696044921877,3.65333876086683,100,11.7724746814929,0.0185618833333301,1.54376482282368,3.23608016466367,9.93026899119048
14,-1.87152709960935,-3.28455841974008,100,5.43382157047745,0.0192855983332993,1.16046404157368,2.09273238492591,9.94731082190476
15,-3.57297363281248,-4.41229189552096,99.9693333333333,4.42821365140844,0.01999408,0.620826067243325,1.21495321497574,9.96510502357142
16,-2.95441284179685,-4.20827586667564,99.9693333333333,2.41500019910745,0.0206870466666995,0.288402448381718,1.01843979330601,9.98363712642856
17,-1.9509338378906,-3.96774933045072,99.9693333333333,2.36380037677009,0.0213642533332994,-0.0728820800781029,-0.128221209846247,10.0028922990476
18,-2.14475097656248,-3.05700709960496,99.9253333333333,2.98555969493464,0.0220254916667013,-0.862354387555781,-1.32524830010656,10.0228553866667
19,-3.61627807617185,-4.46247137175639,99.8573333333333,2.3457090719603,0.0226705949999992,-1.65198800223212,-2.81985931755456,10.0435109507143
20,-2.38541259765623,-3.49834375475952,99.79,2.44064449361758,0.0232994266666999,-2.64232700892855,-3.84152824835832,10.0648433066667
21,-1.8250793457031,-2.54336919855422,99.7226666666667,2.70386353804497,0.0239118916666001,-2.63569161551337,-3.7356440739032,10.0868365616667
22,-3.14789428710935,-4.57084646379057,99.7226666666667,2.74410576821538,0.0245079266667005,-2.57496599469864,-3.75829472651315,10.1094746519048
23,-4.12897338867185,-5.63149055264002,99.7226666666667,2.61588902503718,0.0250874966666998,-2.74276035853792,-3.96161111022234,10.1327413778571
24,-2.2973693847656,-3.72713113628313,99.7,1.88598332897527,0.0256506049999992,-2.79225115094864,-3.92723708248412,10.1566204397619
25,-0.534857177734352,-1.69452250766065,100,1.65660312632099,0.026197281666601,-2.56226632254462,-3.73259642649207,10.1810954716667
26,-0.00815429687497726,-0.460800114991028,100,1.4209439541446,0.0267275849999997,-2.04682006835935,-3.16092910409702,10.2061500735714
27,-1.24936523437498,-2.02826827843287,99.912,0.603495300310897,0.0272416016667005,-1.8845275878906,-2.95091832176464,10.2317678433333
28,-1.36142578124998,-2.95090312014783,99.912,2.63879246631404,0.0277394399999995,-1.8182913643973,-3.00913745342087,10.2579324057143
29,1.05718383789065,0.600556449843793,100,22.3742928938009,0.0282212383333,-1.21756591796873,-2.27036560861596,10.2846274411905
30,-0.641271972656227,-2.03258698481691,100,3.58351462637074,0.0286871499999997,-0.719322858537924,-1.75623652749838,10.3118367128571
31,-5.08212890624998,-5.75772929719711,99.9606666666667,4.47885795438197,0.0291373566667001,-1.11714564732141,-2.04632197905751,10.3395440919047
32,-4.01508178710935,-3.87460737435193,99.8046666666667,1.86711058631772,0.0295720533333004,-1.61432059151783,-2.35776267429913,10.3677335811905
33,1.2410827636719,6.70818601819779,100,3.07824448100291,0.0299914499999989,-1.43585815429685,-1.3336217981293,10.3963893369047
34,-0.320318603515602,-1.75777370569312,100,0.859865667734994,0.0303957816667015,-1.30313720703123,-1.29497971630933,10.4254956897619
35,-2.64902343749998,-2.83167063462823,99.866,2.10435318876989,0.0307852883333002,-1.48707972935266,-1.27794650409225,10.4550371638095
36,-4.5598205566406,-5.15974882009815,99.7766666666667,2.47531388595235,0.0311602266666995,-2.28950892857141,-2.10084725694109,10.4849984933333
37,-5.37570800781248,-6.27081531465174,99.73,3.27520319842733,0.0315208649999992,-2.96585693359373,-2.7063084469175,10.5153646392857
38,-4.93973388671873,-5.76177893695477,99.6713333333334,4.34729081462137,0.0318674783333002,-2.94551478794641,-2.70688696688288,10.546120802619
39,-4.24368896484373,-5.00951189730748,99.6033333333334,2.93032680929173,0.0322003533333994,-2.97817295619417,-2.86901618444796,10.5772524373809
40,-3.13275756835935,-2.89153371362867,99.4246666666667,3.19304162985645,0.0325197816666005,-3.6030072893415,-4.24040471756602,10.6087452623809
41,-3.30170288085935,-4.67985032698395,99.4246666666667,3.20146245940123,0.0328260583334004,-4.02891932896203,-4.65784423489328,10.6405852697619
42,-2.0742248535156,-2.52282637172217,99.3173333333334,3.56282980646938,0.0331194883333001,-3.94680524553569,-4.6137236259067,10.6727587342857
43,-0.990759277343727,-1.29404401264713,100,2.39733581111068,0.0334003749999994,-3.43693934849328,-4.06148008198513,10.70525222
44,0.261712646484398,4.70196950615224,100,0.802748854766833,0.033669025,-2.63159354073658,-2.49393939329885,10.7380525857143
45,3.64028320312502,5.48743702437983,100,8.34960883366875,0.0339257499999999,-1.40587681361605,-0.886908541679618,10.7711469902381
46,2.30840454101565,3.65436139581696,100,3.20444778481033,0.0341708516667012,-0.469863455636137,0.350787643052444,10.8045228945238
47,-1.7115539550781,-1.81559666541318,99.8213333333333,4.1328530642204,0.03440464,-0.26683436802453,0.504492935654657,10.8381680642857
48,-1.1023010253906,-1.12134555000906,99.5933333333333,1.38448876896291,0.0346274233332995,0.0473658970424344,1.01285076093678,10.8720705719048
49,1.99941406250002,4.80456784751846,100,7.28122540749609,0.0348394983332998,0.629314313616094,2.05962136368545,10.9062187952381
50,-0.999456787109352,-1.33726751679323,100,4.0745479054749,0.0350411683334002,0.628071812221005,2.05344657737886,10.9406014176191
51,-3.74448242187498,-3.94622263566797,99.8073333333333,0.629352416581241,0.0352327250000002,0.0557582310268083,0.81799055711883,10.9752074257143
