"DOY","Ta","Tw","Smoi","Prec","Dch","Taweek","Twweek","Dwk"
1,1.73726806640627,3.87867607402586,99.5713209943536,0.0999814915303432,0.0109382349999994,4.34327741350448,5.40229195393374,9.78772586761905
2,2.54580078125002,4.5346140607079,99.113337119962,0.0100241884126717,0.0097158050000008,3.16943184988841,4.53704166024495,9.79493857309524
3,6.13802490234377,8.75188731267187,100,6.02151303610299,0.010577249999999,3.3162301199777,5.06505475370617,9.80306666142857
4,3.88430175781252,5.14282244862452,100,4.11442269978579,0.0114291233333308,3.21678641183038,4.89951322388273,9.81210272333333
5,2.10585937500002,2.2906664854892,100,3.13193922920618,0.0122707283333394,2.55843505859377,3.98648742578044,9.82203854119048
6,0.176660156250023,2.29466949411624,100,1.28371357277501,0.0131014050000005,2.37760532924109,3.76845345864519,9.83286511595238
7,1.18300781250002,3.1809391819366,100,2.14687152038096,0.0139205216666607,2.53870326450895,4.2963250082246,9.84457269714286
8,1.39254150390627,2.77488332889577,100,0.968252334132558,0.0147274833333402,2.48945661272323,4.13864033034887,9.85682159952381
9,2.42128906250002,4.78516272671059,99.9612745602977,0.793911840446526,0.0155217383333284,2.47166922433038,4.17443299692069,9.86989992095238
10,2.30501708984377,3.55687285892269,100,4.25139769504312,0.0163027650000007,1.92409667968752,3.43228807495652,9.88379617309524
11,2.73970947265627,4.52843425322311,99.5843505218182,0.0555257827272726,0.0170700866666706,1.76058349609377,3.34451833275631,9.89849827714286
12,4.25521240234377,6.68220537363753,99.1297872044437,0.316155023938336,0.0178232600000001,2.06763392857145,3.97188103106322,9.9139936
13,3.68520507812502,5.7228830637639,100,7.87199387559667,0.0185618833333301,2.56885463169645,4.46162582672717,9.93026899119048
14,0.501000976562523,-1.47144239206156,100,41.8185780290514,0.0192855983332993,2.47142508370538,3.79699988758458,9.94731082190476
15,-4.20963134765623,-6.05774756314428,100,5.77891369175632,0.01999408,1.67111467633931,2.535195474436,9.96510502357142
16,-4.03305664062498,-5.52928043446495,100,1.8468550479156,0.0206870466666995,0.749065290178592,1.06170359426806,9.98363712642856
17,-1.57742919921873,-3.02046323806433,100,2.92708318738732,0.0213642533332994,0.194430106026806,0.122084151841345,10.0028922990476
18,-0.463964843749977,-2.01221956401823,100,1.52495213114889,0.0220254916667013,-0.2632376534598,-0.812294964907417,10.0228553866667
19,2.05452880859377,5.51010457871638,100,1.56108781084185,0.0226705949999992,-0.577621023995515,-0.979737935610438,10.0435109507143
20,2.37423095703127,2.12372046713987,100,12.8241124912165,0.0232994266666999,-0.764903041294622,-1.49390402084244,10.0648433066667
21,0.647546386718773,1.58913139297009,100,5.25919276697095,0.0239118916666001,-0.743967982700872,-1.05667919440935,10.0868365616667
22,-3.00949707031248,-4.05644709098378,99.9686666666667,4.35127258242574,0.0245079266667005,-0.572520228794622,-0.77077912695785,10.1094746519048
23,-3.86899414062498,-5.11580749113496,99.9686666666667,9.11823954083957,0.0250874966666998,-0.549082728794622,-0.711711563624994,10.1327413778571
24,-5.14273681640623,-5.7908315376802,99.9446666666667,9.92417262750678,0.0256506049999992,-1.05841238839284,-1.10747846357012,10.1566204397619
25,-3.40793457031248,-4.20930478239329,99.94,2.99540461128345,0.026197281666601,-1.47897949218748,-1.42134778048084,10.1810954716667
26,-0.732092285156227,-1.54620551004112,100,1.85695334948832,0.0267275849999997,-1.87706821986605,-2.42939207887477,10.2061500735714
27,-0.520727539062477,-1.35982147807913,100,8.35657338029705,0.0272416016667005,-2.29063371930801,-2.92704092819177,10.2317678433333
28,-3.03031005859373,-3.97689231674383,100,1.90933387784753,0.0277394399999995,-2.81604178292409,-3.72218717243662,10.2579324057143
29,-0.278234863281227,-1.01515348642768,100,0.441193833466968,0.0282212383333,-2.42586146763391,-3.28771665750003,10.2846274411905
30,1.73830566406252,5.61070070523187,100,1.91939088836079,0.0286871499999997,-1.62481863839284,-1.75535834373334,10.3118367128571
31,0.814538574218773,2.7386099379257,100,4.1741099266801,0.0291373566667001,-0.773779296874978,-0.536866704361069,10.3395440919047
32,-4.50479736328123,-6.06502598578775,100,4.65591401734855,0.0295720533333004,-0.9304739815848,-0.80196973341742,10.3677335811905
33,-4.89835205078123,-6.49613622540043,100,3.76483767468017,0.0299914499999989,-1.52565394810266,-1.50910269275446,10.3963893369047
34,-2.77066650390623,-4.13521507991969,100,2.30031801038422,0.0303957816667015,-1.84707380022319,-1.9055874930174,10.4254956897619
35,-1.55734863281248,-3.26422184239596,100,0.0995966047412367,0.0307852883333002,-1.6366507393973,-1.80377742525342,10.4550371638095
36,2.17714843750002,6.63678499360817,100,10.1550140243489,0.0311602266666995,-1.28588169642855,-0.71064335667687,10.4849984933333
37,2.48189697265627,4.43365599124146,100,28.0769338132814,0.0315208649999992,-1.17965436662944,-0.878792601532643,10.5153646392857
38,-0.332128906249977,-1.37540662074013,100,1.75633740582271,0.0318674783333002,-1.34346400669641,-1.46650925277062,10.546120802619
