"DOY","Ta","Tw","SoilMoistureContent","Precipitation","deltaD","Taweek","Twweek","Dweek"
1,4.28911743164065,3.67355575000461,100,3.85454331990331,0.0109382349999994,5.98006591796877,7.8578995815189,9.78772586761905
2,3.24190673828127,6.32002303135091,99.5882384364261,0.654357654639171,0.0097158050000008,4.72507411411833,6.75383137257644,9.79493857309524
3,9.50847778320315,9.44031767736972,100,4.95897038490511,0.010577249999999,4.19303065708708,5.96026293692115,9.80306666142857
4,5.10091552734377,6.96032309482756,99.3220610669338,0.0610916004006867,0.0114291233333308,3.90871582031252,5.85754988106094,9.81210272333333
5,7.68206176757815,10.3648546713632,100,4.9872982344823,0.0122707283333394,4.72254551478797,6.5983794374532,9.82203854119048
6,5.3292175292969,3.73446669591292,100,1.90130795090226,0.0131014050000005,5.35626046316967,6.45561678866886,9.83286511595238
7,0.293969726562523,4.51430751493902,100,2.02354985958664,0.0139205216666607,5.0636666434152,6.42969263368113,9.84457269714286
8,-0.109289550781227,-0.656410140982623,100,2.58457384916255,0.0147274833333402,4.43532278878351,5.81112607782581,9.85682159952381
9,0.406793212890648,2.39177425774123,100,1.75157329067588,0.0155217383333284,4.03030657087056,5.24994768159586,9.86989992095238
10,2.21639404296877,5.67949735900717,99.3179376559238,0.289906483885716,0.0163027650000007,2.98858032226565,4.7126876361155,9.88379617309524
11,8.37899169921877,10.5141571482903,100,2.67118302872404,0.0170700866666706,3.45687691824779,5.2203782151816,9.89849827714286
12,2.72988281250002,4.79575007538138,99.5952139910827,0.28382098662405,0.0178232600000001,2.74942278180806,4.42479184432706,9.9139936
13,1.94893798828127,2.74937569704107,100,14.8358449223451,0.0185618833333301,2.26652570452011,4.28406455877394,9.93026899119048
14,2.1744323730469,3.4138950505333,100,0.970482233242365,0.0192855983332993,2.53516322544645,4.12686277814455,9.94731082190476
15,2.02987060546877,4.68900087136112,99.7817231477554,0.726584721633117,0.01999408,2.84075753348216,4.89049292276508,9.96510502357142
